epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,436.127,0.96478,0.70368,1.11146,0.73362,0.5694,0.61476,0.30731,1.79612,1.44827,1.7766,0.000231071,0.000231071,0.000231071
105,440.452,0.97846,0.69192,1.10435,0.63677,0.63279,0.63088,0.30924,1.7892,1.4044,1.78055,0.000222497,0.000222497,0.000222497
106,444.536,0.97113,0.70445,1.12154,0.66985,0.60872,0.62072,0.31503,1.79458,1.469,1.78555,0.000214046,0.000214046,0.000214046
107,448.613,0.98794,0.69974,1.1239,0.669,0.61533,0.63931,0.31486,1.77195,1.44935,1.7591,0.000205723,0.000205723,0.000205723
108,452.686,0.97223,0.71441,1.12191,0.64449,0.62911,0.62646,0.30274,1.81166,1.46138,1.806,0.000197532,0.000197532,0.000197532
109,456.792,0.97548,0.70383,1.12587,0.74682,0.55343,0.63026,0.31275,1.80759,1.44859,1.79723,0.000189475,0.000189475,0.000189475
110,460.86,0.97508,0.70123,1.14151,0.73643,0.57047,0.61585,0.3071,1.80978,1.43239,1.79306,0.000181557,0.000181557,0.000181557
111,464.917,0.97601,0.69892,1.11971,0.74334,0.5797,0.63449,0.31284,1.8052,1.39861,1.79631,0.00017378,0.00017378,0.00017378
112,468.972,0.96675,0.7021,1.12786,0.73329,0.61014,0.62911,0.31471,1.81262,1.38982,1.80441,0.000166149,0.000166149,0.000166149
113,473.059,0.94908,0.68065,1.10394,0.72579,0.6109,0.63052,0.30952,1.83427,1.42956,1.81826,0.000158667,0.000158667,0.000158667
114,477.394,0.97788,0.72123,1.12315,0.70686,0.62524,0.65083,0.31257,1.83522,1.39971,1.8067,0.000151336,0.000151336,0.000151336
115,481.46,0.96443,0.70798,1.10945,0.72951,0.59143,0.64096,0.31953,1.79351,1.39303,1.78074,0.000144161,0.000144161,0.000144161
116,485.648,0.97044,0.6941,1.12075,0.73929,0.59745,0.64323,0.31444,1.81211,1.43165,1.80095,0.000137143,0.000137143,0.000137143
117,489.735,0.9782,0.68196,1.10867,0.72778,0.60616,0.65239,0.31635,1.80337,1.40389,1.81884,0.000130287,0.000130287,0.000130287
118,493.86,0.96011,0.6844,1.13189,0.70048,0.61806,0.6401,0.31026,1.79711,1.38143,1.83067,0.000123596,0.000123596,0.000123596
119,498.064,0.91971,0.65493,1.09063,0.66392,0.62314,0.62591,0.30736,1.81432,1.39532,1.85052,0.000117072,0.000117072,0.000117072
120,502.299,0.93986,0.68505,1.11626,0.71058,0.6087,0.63363,0.30349,1.82501,1.41321,1.82166,0.000110718,0.000110718,0.000110718
121,506.864,0.92592,0.65424,1.09281,0.68201,0.618,0.63333,0.30517,1.81345,1.40717,1.8167,0.000104537,0.000104537,0.000104537
122,511.181,0.91954,0.64312,1.09414,0.7028,0.59733,0.63656,0.3133,1.80198,1.41348,1.80057,9.85311e-05,9.85311e-05,9.85311e-05
123,515.454,0.91125,0.64285,1.09111,0.70802,0.59599,0.63577,0.31118,1.79527,1.39915,1.81659,9.2704e-05,9.2704e-05,9.2704e-05
124,519.538,0.92301,0.65664,1.08914,0.7291,0.5833,0.63932,0.31721,1.80345,1.37927,1.81812,8.70577e-05,8.70577e-05,8.70577e-05
125,523.586,0.92512,0.64516,1.09818,0.70295,0.61114,0.64157,0.31339,1.81802,1.37079,1.8268,8.15947e-05,8.15947e-05,8.15947e-05
126,527.631,0.9123,0.63687,1.09791,0.70919,0.59724,0.62185,0.30632,1.81032,1.40991,1.81744,7.63174e-05,7.63174e-05,7.63174e-05
127,531.728,0.8941,0.63416,1.07345,0.71721,0.61691,0.63126,0.30862,1.81206,1.42332,1.81172,7.12282e-05,7.12282e-05,7.12282e-05
128,535.838,0.92976,0.65647,1.09441,0.70227,0.60927,0.63114,0.31311,1.81821,1.39781,1.82128,6.63292e-05,6.63292e-05,6.63292e-05
129,539.913,0.90089,0.62534,1.07685,0.69568,0.61324,0.64034,0.31521,1.81052,1.38086,1.83525,6.16227e-05,6.16227e-05,6.16227e-05
130,543.991,0.89439,0.64079,1.09665,0.72051,0.58995,0.62776,0.30637,1.8102,1.38881,1.83467,5.71106e-05,5.71106e-05,5.71106e-05
131,548.233,0.89737,0.64257,1.08445,0.71265,0.60231,0.62699,0.30792,1.81508,1.40754,1.83608,5.2795e-05,5.2795e-05,5.2795e-05
132,552.314,0.9216,0.66157,1.1032,0.70443,0.59927,0.62968,0.31159,1.80651,1.41744,1.82547,4.86777e-05,4.86777e-05,4.86777e-05
133,556.393,0.92017,0.66388,1.09569,0.71767,0.60464,0.62865,0.31166,1.80499,1.41003,1.82164,4.47606e-05,4.47606e-05,4.47606e-05
